Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
1 Servers,21745.012805577924,14291.7850406038,14834.077733510889,19269.94653589454,13403.46709882555,20755.210907204037,9697.06549691116,21401.67593077887,22532.27320089474,17168.016240745834
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,4526.17842762431,7578.980327232355,3427.336653094861,4892.926581300775,3793.5646725246643,2943.5319817910176,3584.803025250971,4000.3213185278946,4051.7862442652277,7028.111883826479
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,2430.335752975971,2232.06621676819,2267.4457975010396,1376.4161592083835,1419.0609858293046,1330.1520665014261,979.7116042968983,1058.6592303827208,1600.347929276436,2073.790458509901
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,1011.4128803458069,687.7012641877413,981.490962214053,818.0103652176794,963.6498848641578,552.3385261950231,697.7276754004647,680.9798292037938,928.0997875729189,968.6039306357023
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,379.51449216146966,540.1424986200411,603.4100644168566,602.7901744570867,927.9127267694087,561.9931430625131,486.2935068270942,447.9533012420694,872.9997356407542,421.7502427865943
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,487.798382296885,394.0524625148651,429.09028067728946,461.00335525058637,287.7031022244546,347.7661008695829,461.96596662656196,431.1195288558988,367.714649085407,281.79488862140914
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,351.21021746494733,197.74995612626665,321.1221569827353,251.15889601116447,248.60453730062076,334.9515418159735,255.4306971567281,216.24059157159493,200.01825098891328,268.1208320397775
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,155.29087073897406,239.1226836801027,135.66587898119394,211.83106438582968,133.58149561282664,166.49016795347146,306.13796069004724,216.33001760828455,273.8664762596085,245.58033628955116
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,141.5896515855954,116.93984514651902,156.60859371314353,146.3689946002113,198.03152039272993,142.28046159640874,113.90130336380987,110.3475375121608,149.88794130934687,164.85501583418448
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,114.5067564573092,121.74805818846444,110.46706914659244,102.77907030010472,129.51514268710565,151.6855262052959,115.50782128263135,107.39793531058035,160.09200338822856,133.96282709722325
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,135.74017527239172,115.04164194051751,73.70572716684525,92.21204329433341,95.84674658092459,139.4084843360686,65.12970368956816,129.81004553985147,73.98001359186061,83.85504957190379
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,79.16013977198294,57.37713549860346,124.00217619242498,66.94758246398649,116.0186749385587,73.29579535188515,109.95341627235479,58.282943225189335,78.78486231257612,74.20915320030386
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,89.79914967965723,63.98143256408908,53.67135047008272,64.56406868036122,79.29082048340818,63.05128431230776,69.02731494786165,47.429286704155665,57.69492868223491,60.659904821155244
Random: Average Wait Vs Load_x,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7,0.7999999999999999,0.8999999999999999,0.9999999999999999
,39.32629761427862,54.15860676306955,54.65689702995051,44.50194534801288,48.53282792727805,57.57868529354793,45.79331123143249,60.89845587126754,67.61234169082175,49.206024236416376
