Random: Average Use Vs Load_x,5,10,15
Random: Average Use Vs Load_y,0.21573125970880014,0.21234887268101846,0.21347388073871087
Random: Average Use Vs Load_x,5,10,15
Random: Average Use Vs Load_y,0.19041305043909737,0.19055037597063318,0.18966864635917066
Random: Average Use Vs Load_x,5,10,15
Random: Average Use Vs Load_y,0.1716910625076968,0.17033113507547953,0.17242089982719855
Random: Average Use Vs Load_x,5,10,15
Random: Average Use Vs Load_y,0.15759160112094261,0.1568707356811275,0.16151004842876898
Random: Average Use Vs Load_x,5,10,15
Random: Average Use Vs Load_y,0.1481269000073386,0.14875689829643496,0.14530676330526568
